//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	534	678	10	10	0	0	5s	100	1	8051
m	515	678	10	10	0	0	5s	100	1	8051
m	517	661	10	10	0	0	5s	100	1	8051
m	518	643	10	10	0	0	5s	100	1	8051
m	513	629	10	10	0	0	5s	100	1	8051
m	496	619	10	10	0	0	5s	100	1	8051
m	494	615	10	10	0	0	5s	100	1	8051
m	499	596	10	10	0	0	5s	100	1	8051
m	488	585	10	10	0	0	5s	100	1	8051
m	472	582	10	10	0	0	5s	100	1	8051
m	457	577	10	10	0	0	5s	100	1	8051
m	437	573	10	10	0	0	5s	100	1	8051
m	428	582	10	10	0	0	5s	100	1	8051
m	422	597	10	10	0	0	5s	100	1	8051
m	441	601	10	10	0	0	5s	100	1	8051
m	457	607	10	10	0	0	5s	100	1	8051
m	482	619	10	10	0	0	5s	100	1	8051
m	491	643	10	10	0	0	5s	100	1	8051
m	493	675	10	10	0	0	5s	100	1	8051
m	497	687	10	10	0	0	5s	100	1	8051
m	462	689	10	10	0	0	5s	100	1	8051
m	451	682	10	10	0	0	5s	100	1	8051
m	460	646	10	10	0	0	5s	100	1	8051
m	463	629	10	10	0	0	5s	100	1	8051
m	457	623	10	10	0	0	5s	100	1	8051
m	434	620	10	10	0	0	5s	100	1	8051
m	421	633	10	10	0	0	5s	100	1	8051
m	412	648	10	10	0	0	5s	100	1	8051
m	386	649	10	10	0	0	5s	100	1	8051
m	389	669	10	10	0	0	5s	100	1	8051
m	387	682	10	10	0	0	5s	100	1	8051
m	398	701	10	10	0	0	5s	100	1	8051
m	437	705	10	10	0	0	5s	100	1	8051
m	444	677	10	10	0	0	5s	100	1	8051
m	434	665	10	10	0	0	5s	100	1	8051
m	448	644	10	10	0	0	5s	100	1	8051
m	286	689	10	10	0	0	5s	100	1	8051
m	265	672	10	10	0	0	5s	100	1	8051
m	257	664	10	10	0	0	5s	100	1	8051
m	244	656	10	10	0	0	5s	100	1	8051
m	232	648	10	10	0	0	5s	100	1	8051
m	223	641	10	10	0	0	5s	100	1	8051
m	214	632	10	10	0	0	5s	100	1	8051
m	201	612	10	10	0	0	5s	100	1	8051
m	205	584	10	10	0	0	5s	100	1	8051
m	234	579	10	10	0	0	5s	100	1	8051
m	251	577	10	10	0	0	5s	100	1	8051
m	298	569	10	10	0	0	5s	100	1	8051
m	313	565	10	10	0	0	5s	100	1	8051
m	337	529	10	10	0	0	5s	100	1	8051
m	312	535	10	10	0	0	5s	100	1	8051
m	288	543	10	10	0	0	5s	100	1	8051
m	265	549	10	10	0	0	5s	100	1	8051
m	249	553	10	10	0	0	5s	100	1	8051
m	225	552	10	10	0	0	5s	100	1	8051
m	205	546	10	10	0	0	5s	100	1	8051
m	194	544	10	10	0	0	5s	100	1	8051
m	182	557	10	10	0	0	5s	100	1	8051
m	178	572	10	10	0	0	5s	100	1	8051
m	182	592	10	10	0	0	5s	100	1	8051
m	190	631	10	10	0	0	5s	100	1	8051
m	202	652	10	10	0	0	5s	100	1	8051
m	232	672	10	10	0	0	5s	100	1	8051
m	255	700	10	10	0	0	5s	100	1	8051
m	238	705	10	10	0	0	5s	100	1	8051
m	212	693	10	10	0	0	5s	100	1	8051
m	194	674	10	10	0	0	5s	100	1	8051
m	178	658	10	10	0	0	5s	100	1	8051
m	164	649	10	10	0	0	5s	100	1	8051
m	162	661	10	10	0	0	5s	100	1	8051
m	166	682	10	10	0	0	5s	100	1	8051
m	158	688	10	10	0	0	5s	100	1	8051
m	145	686	10	10	0	0	5s	100	1	8051
m	122	655	10	10	0	0	5s	100	1	8051
m	117	641	10	10	0	0	5s	100	1	8051
m	99	624	10	10	0	0	5s	100	1	8051
m	81	626	10	10	0	0	5s	100	1	8051
m	70	647	10	10	0	0	5s	100	1	8051
m	64	666	10	10	0	0	5s	100	1	8051
m	57	690	10	10	0	0	5s	100	1	8051
m	53	704	10	10	0	0	5s	100	1	8051
m	73	709	10	10	0	0	5s	100	1	8051
m	106	706	10	10	0	0	5s	100	1	8051
m	113	703	10	10	0	0	5s	100	1	8051
m	96	683	10	10	0	0	5s	100	1	8051
m	85	673	10	10	0	0	5s	100	1	8051
m	101	658	10	10	0	0	5s	100	1	8051
m	125	691	10	10	0	0	5s	100	1	8051
m	135	692	10	10	0	0	5s	100	1	8051
m	128	522	10	10	0	0	5s	100	1	8051
m	109	521	10	10	0	0	5s	100	1	8051
m	101	525	10	10	0	0	5s	100	1	8051
m	92	541	10	10	0	0	5s	100	1	8051
m	73	540	10	10	0	0	5s	100	1	8051
m	60	515	10	10	0	0	5s	100	1	8051
m	52	502	10	10	0	0	5s	100	1	8051
m	41	489	10	10	0	0	5s	100	1	8051
m	41	466	10	10	0	0	5s	100	1	8051
m	46	444	10	10	0	0	5s	100	1	8051
m	57	428	10	10	0	0	5s	100	1	8051
m	66	414	10	10	0	0	5s	100	1	8051
m	78	394	10	10	0	0	5s	100	1	8051
m	97	382	10	10	0	0	5s	100	1	8051
m	113	379	10	10	0	0	5s	100	1	8051
m	139	375	10	10	0	0	5s	100	1	8051
m	162	374	10	10	0	0	5s	100	1	8051
m	178	374	10	10	0	0	5s	100	1	8051
m	217	358	10	10	0	0	5s	100	1	8051
m	214	315	10	10	0	0	5s	100	1	8051
m	205	308	10	10	0	0	5s	100	1	8051
m	112	526	10	10	0	0	5s	100	1	8051
m	89	500	10	10	0	0	5s	100	1	8051
m	55	501	10	10	0	0	5s	100	1	8051
m	48	453	10	10	0	0	5s	100	1	8051
m	57	414	10	10	0	0	5s	100	1	8051
m	75	390	10	10	0	0	5s	100	1	8051
m	109	372	10	10	0	0	5s	100	1	8051
m	116	367	10	10	0	0	5s	100	1	8051
m	80	505	10	10	0	0	5s	100	1	8051
m	55	489	10	10	0	0	5s	100	1	8051
m	190	361	10	10	0	0	5s	100	1	8051
m	219	344	10	10	0	0	5s	100	1	8051
m	234	318	10	10	0	0	5s	100	1	8051
m	222	295	10	10	0	0	5s	100	1	8051
m	201	289	10	10	0	0	5s	100	1	8051
m	192	309	10	10	0	0	5s	100	1	8051
m	205	327	10	10	0	0	5s	100	1	8051
m	195	340	10	10	0	0	5s	100	1	8051
m	173	346	10	10	0	0	5s	100	1	8051
m	141	348	10	10	0	0	5s	100	1	8051
m	114	344	10	10	0	0	5s	100	1	8051
m	111	329	10	10	0	0	5s	100	1	8051
m	135	310	10	10	0	0	5s	100	1	8051
m	150	305	10	10	0	0	5s	100	1	8051
m	165	303	10	10	0	0	5s	100	1	8051
m	173	273	10	10	0	0	5s	100	1	8051
m	170	256	10	10	0	0	5s	100	1	8051
m	143	278	10	10	0	0	5s	100	1	8051
m	119	284	10	10	0	0	5s	100	1	8051
m	110	278	10	10	0	0	5s	100	1	8051
m	105	249	10	10	0	0	5s	100	1	8051
m	93	240	10	10	0	0	5s	100	1	8051
m	153	319	10	10	0	0	5s	100	1	8051
m	141	323	10	10	0	0	5s	100	1	8051
m	161	332	10	10	0	0	5s	100	1	8051
m	178	275	10	10	0	0	5s	100	1	8051
m	151	266	10	10	0	0	5s	100	1	8051
m	150	276	10	10	0	0	5s	100	1	8051
m	180	285	10	10	0	0	5s	100	1	8051
m	209	292	10	10	0	0	5s	100	1	8051
m	146	311	10	10	0	0	5s	100	1	8051
m	98	311	10	10	0	0	5s	100	1	8051
m	99	313	10	10	0	0	5s	100	1	8051
m	102	266	10	10	0	0	5s	100	1	8051
m	88	261	10	10	0	0	5s	100	1	8051
m	93	241	10	10	0	0	5s	100	1	8051
m	105	217	10	10	0	0	5s	100	1	8051
m	114	202	10	10	0	0	5s	100	1	8051
m	98	188	10	10	0	0	5s	100	1	8051
m	84	186	10	10	0	0	5s	100	1	8051
m	108	194	10	10	0	0	5s	100	1	8051
m	131	204	10	10	0	0	5s	100	1	8051
m	125	202	10	10	0	0	5s	100	1	8051
m	107	181	10	10	0	0	5s	100	1	8051
m	102	166	10	10	0	0	5s	100	1	8051
m	85	143	10	10	0	0	5s	100	1	8051
m	84	115	10	10	0	0	5s	100	1	8051
m	84	89	10	10	0	0	5s	100	1	8051
m	100	54	10	10	0	0	5s	100	1	8051
m	112	62	10	10	0	0	5s	100	1	8051
m	112	100	10	10	0	0	5s	100	1	8051
m	104	130	10	10	0	0	5s	100	1	8051
m	138	115	10	10	0	0	5s	100	1	8051
m	154	104	10	10	0	0	5s	100	1	8051
m	162	122	10	10	0	0	5s	100	1	8051
m	139	139	10	10	0	0	5s	100	1	8051
m	126	152	10	10	0	0	5s	100	1	8051
m	150	156	10	10	0	0	5s	100	1	8051
m	195	123	10	10	0	0	5s	100	1	8051
m	210	135	10	10	0	0	5s	100	1	8051
m	200	143	10	10	0	0	5s	100	1	8051
m	198	149	10	10	0	0	5s	100	1	8051
m	236	127	10	10	0	0	5s	100	1	8051
m	240	113	10	10	0	0	5s	100	1	8051
m	214	104	10	10	0	0	5s	100	1	8051
m	242	94	10	10	0	0	5s	100	1	8051
m	252	102	10	10	0	0	5s	100	1	8051
m	255	111	10	10	0	0	5s	100	1	8051
m	246	83	10	10	0	0	5s	100	1	8051
m	245	81	10	10	0	0	5s	100	1	8051
m	118	117	10	10	0	0	5s	100	1	8051
m	114	77	10	10	0	0	5s	100	1	8051
m	103	74	10	10	0	0	5s	100	1	8051
m	101	89	10	10	0	0	5s	100	1	8051
m	109	118	10	10	0	0	5s	100	1	8051
m	122	123	10	10	0	0	5s	100	1	8051
m	124	77	10	10	0	0	5s	100	1	8051
m	87	65	10	10	0	0	5s	100	1	8051
m	85	122	10	10	0	0	5s	100	1	8051
m	422	677	10	10	0	0	5s	100	1	8051
m	411	707	10	10	0	0	5s	100	1	8051
m	403	691	10	10	0	0	5s	100	1	8051
m	405	668	10	10	0	0	5s	100	1	8051
m	419	642	10	10	0	0	5s	100	1	8051
m	419	610	10	10	0	0	5s	100	1	8051
m	412	588	10	10	0	0	5s	100	1	8051
m	443	550	10	10	0	0	5s	100	1	8051
m	394	470	10	10	0	0	5s	100	1	8051
m	383	438	10	10	0	0	5s	100	1	8051
m	426	411	10	10	0	0	5s	100	1	8051
m	474	415	10	10	0	0	5s	100	1	8051
m	448	437	10	10	0	0	5s	100	1	8051
m	464	444	10	10	0	0	5s	100	1	8051
m	526	436	10	10	0	0	5s	100	1	8051
m	534	412	10	10	0	0	5s	100	1	8051
m	518	432	10	10	0	0	5s	100	1	8051
m	507	446	10	10	0	0	5s	100	1	8051
m	485	403	10	10	0	0	5s	100	1	8051
m	468	393	10	10	0	0	5s	100	1	8051
m	485	416	10	10	0	0	5s	100	1	8051
m	541	194	10	10	0	0	5s	100	1	8051
m	511	179	10	10	0	0	5s	100	1	8051
m	514	144	10	10	0	0	5s	100	1	8051
m	511	112	10	10	0	0	5s	100	1	8051
m	253	638	10	10	0	0	5s	100	1	8051
m	362	166	10	10	0	0	5s	100	1	8051
m	348	155	10	10	0	0	5s	100	1	8051
m	340	133	10	10	0	0	5s	100	1	8051
m	334	103	10	10	0	0	5s	100	1	8051
m	326	85	10	10	0	0	5s	100	1	8051
m	324	83	10	10	0	0	5s	100	1	8051
m	696	87	10	10	0	0	5s	100	1	8051
m	698	106	10	10	0	0	5s	100	1	8051
m	700	126	10	10	0	0	5s	100	1	8051
m	704	148	10	10	0	0	5s	100	1	8051
m	708	177	10	10	0	0	5s	100	1	8051
m	696	206	10	10	0	0	5s	100	1	8051
m	677	209	10	10	0	0	5s	100	1	8051
m	678	181	10	10	0	0	5s	100	1	8051
m	679	154	10	10	0	0	5s	100	1	8051
m	675	123	10	10	0	0	5s	100	1	8051
m	669	101	10	10	0	0	5s	100	1	8051
m	655	115	10	10	0	0	5s	100	1	8051
m	656	146	10	10	0	0	5s	100	1	8051
m	653	175	10	10	0	0	5s	100	1	8051
m	655	210	10	10	0	0	5s	100	1	8051
m	651	218	10	10	0	0	5s	100	1	8051
m	636	209	10	10	0	0	5s	100	1	8051
m	636	176	10	10	0	0	5s	100	1	8051
m	635	167	10	10	0	0	5s	100	1	8051
m	634	121	10	10	0	0	5s	100	1	8051
m	621	129	10	10	0	0	5s	100	1	8051
m	613	138	10	10	0	0	5s	100	1	8051
m	606	150	10	10	0	0	5s	100	1	8051
m	602	161	10	10	0	0	5s	100	1	8051
m	611	175	10	10	0	0	5s	100	1	8051
m	616	188	10	10	0	0	5s	100	1	8051
m	618	209	10	10	0	0	5s	100	1	8051
m	616	228	10	10	0	0	5s	100	1	8051
m	599	234	10	10	0	0	5s	100	1	8051
m	591	232	10	10	0	0	5s	100	1	8051
m	586	210	10	10	0	0	5s	100	1	8051
m	591	193	10	10	0	0	5s	100	1	8051
m	594	168	10	10	0	0	5s	100	1	8051
m	581	139	10	10	0	0	5s	100	1	8051
m	594	168	10	10	0	0	5s	100	1	8051
m	586	224	10	10	0	0	5s	100	1	8051
m	567	237	10	10	0	0	5s	100	1	8051
m	552	226	10	10	0	0	5s	100	1	8051
m	542	208	10	10	0	0	5s	100	1	8051
m	537	179	10	10	0	0	5s	100	1	8051
m	525	153	10	10	0	0	5s	100	1	8051
m	525	123	10	10	0	0	5s	100	1	8051
m	531	106	10	10	0	0	5s	100	1	8051
m	518	86	10	10	0	0	5s	100	1	8051
m	495	86	10	10	0	0	5s	100	1	8051
m	467	86	10	10	0	0	5s	100	1	8051
m	442	83	10	10	0	0	5s	100	1	8051
m	423	82	10	10	0	0	5s	100	1	8051
m	400	80	10	10	0	0	5s	100	1	8051
m	382	79	10	10	0	0	5s	100	1	8051
m	360	82	10	10	0	0	5s	100	1	8051
m	351	85	10	10	0	0	5s	100	1	8051
m	335	104	10	10	0	0	5s	100	1	8051
m	339	116	10	10	0	0	5s	100	1	8051
m	357	114	10	10	0	0	5s	100	1	8051
m	392	101	10	10	0	0	5s	100	1	8051
m	374	126	10	10	0	0	5s	100	1	8051
m	360	132	10	10	0	0	5s	100	1	8051
m	357	155	10	10	0	0	5s	100	1	8051
m	372	171	10	10	0	0	5s	100	1	8051
m	391	176	10	10	0	0	5s	100	1	8051
m	404	187	10	10	0	0	5s	100	1	8051
m	406	213	10	10	0	0	5s	100	1	8051
m	422	224	10	10	0	0	5s	100	1	8051
m	449	225	10	10	0	0	5s	100	1	8051
m	487	222	10	10	0	0	5s	100	1	8051
m	511	222	10	10	0	0	5s	100	1	8051
m	505	193	10	10	0	0	5s	100	1	8051
m	458	203	10	10	0	0	5s	100	1	8051
m	484	202	10	10	0	0	5s	100	1	8051
m	540	163	10	10	0	0	5s	100	1	8051
m	553	174	10	10	0	0	5s	100	1	8051
m	604	251	10	10	0	0	5s	100	1	8051
m	414	223	10	10	0	0	5s	100	1	8051
m	400	242	10	10	0	0	5s	100	1	8051
m	397	256	10	10	0	0	5s	100	1	8051
m	408	266	10	10	0	0	5s	100	1	8051
m	404	275	10	10	0	0	5s	100	1	8051
m	395	282	10	10	0	0	5s	100	1	8051
m	386	287	10	10	0	0	5s	100	1	8051
m	408	296	10	10	0	0	5s	100	1	8051
m	412	305	10	10	0	0	5s	100	1	8051
m	397	311	10	10	0	0	5s	100	1	8051
m	389	317	10	10	0	0	5s	100	1	8051
m	397	326	10	10	0	0	5s	100	1	8051
m	412	328	10	10	0	0	5s	100	1	8051
m	420	330	10	10	0	0	5s	100	1	8051
m	409	350	10	10	0	0	5s	100	1	8051
m	401	365	10	10	0	0	5s	100	1	8051
m	402	375	10	10	0	0	5s	100	1	8051
m	407	377	10	10	0	0	5s	100	1	8051
m	421	360	10	10	0	0	5s	100	1	8051
m	437	355	10	10	0	0	5s	100	1	8051
m	445	356	10	10	0	0	5s	100	1	8051
m	458	360	10	10	0	0	5s	100	1	8051
m	469	361	10	10	0	0	5s	100	1	8051
m	476	371	10	10	0	0	5s	100	1	8051
m	484	377	10	10	0	0	5s	100	1	8051
m	492	376	10	10	0	0	5s	100	1	8051
m	501	382	10	10	0	0	5s	100	1	8051
m	512	392	10	10	0	0	5s	100	1	8051
m	522	400	10	10	0	0	5s	100	1	8051
m	533	407	10	10	0	0	5s	100	1	8051
m	545	412	10	10	0	0	5s	100	1	8051
m	557	417	10	10	0	0	5s	100	1	8051
m	571	426	10	10	0	0	5s	100	1	8051
m	590	432	10	10	0	0	5s	100	1	8051
m	603	433	10	10	0	0	5s	100	1	8051
m	616	423	10	10	0	0	5s	100	1	8051
m	631	403	10	10	0	0	5s	100	1	8051
m	649	386	10	10	0	0	5s	100	1	8051
m	674	378	10	10	0	0	5s	100	1	8051
m	701	369	10	10	0	0	5s	100	1	8051
m	725	362	10	10	0	0	5s	100	1	8051
m	691	395	10	10	0	0	5s	100	1	8051
m	663	407	10	10	0	0	5s	100	1	8051
m	648	425	10	10	0	0	5s	100	1	8051
m	634	441	10	10	0	0	5s	100	1	8051
m	662	404	10	10	0	0	5s	100	1	8051
m	694	368	10	10	0	0	5s	100	1	8051
m	710	355	10	10	0	0	5s	100	1	8051
m	709	353	10	10	0	0	5s	100	1	8051
m	668	385	10	10	0	0	5s	100	1	8051
m	642	409	10	10	0	0	5s	100	1	8051
m	604	429	10	10	0	0	5s	100	1	8051
m	562	442	10	10	0	0	5s	100	1	8051
m	553	454	10	10	0	0	5s	100	1	8051
m	562	462	10	10	0	0	5s	100	1	8051
m	562	486	10	10	0	0	5s	100	1	8051
m	560	510	10	10	0	0	5s	100	1	8051
m	575	525	10	10	0	0	5s	100	1	8051
m	589	535	10	10	0	0	5s	100	1	8051
m	600	545	10	10	0	0	5s	100	1	8051
m	615	566	10	10	0	0	5s	100	1	8051
m	634	608	10	10	0	0	5s	100	1	8051
m	644	632	10	10	0	0	5s	100	1	8051
m	649	652	10	10	0	0	5s	100	1	8051
m	623	624	10	10	0	0	5s	100	1	8051
m	616	604	10	10	0	0	5s	100	1	8051
m	608	594	10	10	0	0	5s	100	1	8051
m	581	592	10	10	0	0	5s	100	1	8051
m	590	582	10	10	0	0	5s	100	1	8051
m	596	567	10	10	0	0	5s	100	1	8051
m	574	559	10	10	0	0	5s	100	1	8051
m	559	557	10	10	0	0	5s	100	1	8051
