//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	252	184	5	5	0	0	10s	100	1	8067
m	268	185	5	5	0	0	10s	100	1	8067
m	268	200	5	5	0	0	10s	100	1	8067
m	288	197	5	5	0	0	10s	100	1	8067
m	290	176	5	5	0	0	10s	100	1	8067
m	291	159	5	5	0	0	10s	100	1	8067
m	309	160	5	5	0	0	10s	100	1	8067
m	308	143	5	5	0	0	10s	100	1	8067
m	329	148	5	5	0	0	10s	100	1	8067
m	327	135	5	5	0	0	10s	100	1	8067
m	325	120	5	5	0	0	10s	100	1	8067
m	357	116	5	5	0	0	10s	100	1	8067
m	349	143	5	5	0	0	10s	100	1	8067
m	244	140	5	5	0	0	10s	100	1	8067
m	160	294	5	5	0	0	10s	100	1	8067
m	128	310	5	5	0	0	10s	100	1	8067
m	112	311	5	5	0	0	10s	100	1	8067
m	91	327	5	5	0	0	10s	100	1	8067
m	84	348	5	5	0	0	10s	100	1	8067
m	107	362	5	5	0	0	10s	100	1	8067
m	109	340	5	5	0	0	10s	100	1	8067
m	139	324	5	5	0	0	10s	100	1	8067
m	141	341	5	5	0	0	10s	100	1	8067
m	120	352	5	5	0	0	10s	100	1	8067
m	123	372	5	5	0	0	10s	100	1	8067
m	160	343	5	5	0	0	10s	100	1	8067
m	121	331	5	5	0	0	10s	100	1	8067
m	188	346	5	5	0	0	10s	100	1	8067
m	136	360	5	5	0	0	10s	100	1	8067
m	206	352	5	5	0	0	10s	100	1	8067
m	208	341	5	5	0	0	10s	100	1	8067
m	225	354	5	5	0	0	10s	100	1	8067
m	222	328	5	5	0	0	10s	100	1	8067
m	212	319	5	5	0	0	10s	100	1	8067
m	228	300	5	5	0	0	10s	100	1	8067
m	262	310	5	5	0	0	10s	100	1	8067
m	241	320	5	5	0	0	10s	100	1	8067
m	253	337	5	5	0	0	10s	100	1	8067
m	235	344	5	5	0	0	10s	100	1	8067
m	267	354	5	5	0	0	10s	100	1	8067
m	274	336	5	5	0	0	10s	100	1	8067
m	275	324	5	5	0	0	10s	100	1	8067
m	287	307	5	5	0	0	10s	100	1	8067
m	276	297	5	5	0	0	10s	100	1	8067
m	303	286	5	5	0	0	10s	100	1	8067
m	319	317	5	5	0	0	10s	100	1	8067
m	322	339	5	5	0	0	10s	100	1	8067
m	302	328	5	5	0	0	10s	100	1	8067
m	305	309	5	5	0	0	10s	100	1	8067
m	293	332	5	5	0	0	10s	100	1	8067
m	285	350	5	5	0	0	10s	100	1	8067
m	312	345	5	5	0	0	10s	100	1	8067
m	255	324	5	5	0	0	10s	100	1	8067
m	236	331	5	5	0	0	10s	100	1	8067
m	231	314	5	5	0	0	10s	100	1	8067
m	288	283	5	5	0	0	10s	100	1	8067
m	304	265	5	5	0	0	10s	100	1	8067
m	308	245	5	5	0	0	10s	100	1	8067
m	328	239	5	5	0	0	10s	100	1	8067
m	325	219	5	5	0	0	10s	100	1	8067
m	347	231	5	5	0	0	10s	100	1	8067
m	348	245	5	5	0	0	10s	100	1	8067
m	361	262	5	5	0	0	10s	100	1	8067
m	365	248	5	5	0	0	10s	100	1	8067
m	382	259	5	5	0	0	10s	100	1	8067
m	375	267	5	5	0	0	10s	100	1	8067
m	389	274	5	5	0	0	10s	100	1	8067
m	399	257	5	5	0	0	10s	100	1	8067
m	289	317	5	5	0	0	10s	100	1	8067
m	343	331	5	5	0	0	10s	100	1	8067
m	335	342	5	5	0	0	10s	100	1	8067
m	327	362	5	5	0	0	10s	100	1	8067
m	343	358	5	5	0	0	10s	100	1	8067
m	343	368	5	5	0	0	10s	100	1	8067
m	329	387	5	5	0	0	10s	100	1	8067
m	401	271	5	5	0	0	10s	100	1	8067
m	409	281	5	5	0	0	10s	100	1	8067
m	426	271	5	5	0	0	10s	100	1	8067
m	417	262	5	5	0	0	10s	100	1	8067
m	418	246	5	5	0	0	10s	100	1	8067
m	439	257	5	5	0	0	10s	100	1	8067
m	446	278	5	5	0	0	10s	100	1	8067
m	432	252	5	5	0	0	10s	100	1	8067
m	433	235	5	5	0	0	10s	100	1	8067
m	422	223	5	5	0	0	10s	100	1	8067
m	416	233	5	5	0	0	10s	100	1	8067
m	422	203	5	5	0	0	10s	100	1	8067
m	433	187	5	5	0	0	10s	100	1	8067
m	449	174	5	5	0	0	10s	100	1	8067
m	446	199	5	5	0	0	10s	100	1	8067
m	439	221	5	5	0	0	10s	100	1	8067
m	465	229	5	5	0	0	10s	100	1	8067
m	463	213	5	5	0	0	10s	100	1	8067
m	491	215	5	5	0	0	10s	100	1	8067
m	487	231	5	5	0	0	10s	100	1	8067
m	477	255	5	5	0	0	10s	100	1	8067
m	475	280	5	5	0	0	10s	100	1	8067
m	457	266	5	5	0	0	10s	100	1	8067
m	456	246	5	5	0	0	10s	100	1	8067
m	434	291	5	5	0	0	10s	100	1	8067
m	425	285	5	5	0	0	10s	100	1	8067
m	456	292	5	5	0	0	10s	100	1	8067
m	471	300	5	5	0	0	10s	100	1	8067
m	455	310	5	5	0	0	10s	100	1	8067
m	436	313	5	5	0	0	10s	100	1	8067
m	454	329	5	5	0	0	10s	100	1	8067
m	465	324	5	5	0	0	10s	100	1	8067
m	481	333	5	5	0	0	10s	100	1	8067
m	494	340	5	5	0	0	10s	100	1	8067
m	479	352	5	5	0	0	10s	100	1	8067
m	468	342	5	5	0	0	10s	100	1	8067
m	457	347	5	5	0	0	10s	100	1	8067
m	455	371	5	5	0	0	10s	100	1	8067
m	473	370	5	5	0	0	10s	100	1	8067
m	504	362	5	5	0	0	10s	100	1	8067
m	521	349	5	5	0	0	10s	100	1	8067
m	538	367	5	5	0	0	10s	100	1	8067
m	522	371	5	5	0	0	10s	100	1	8067
m	560	360	5	5	0	0	10s	100	1	8067
m	456	388	5	5	0	0	10s	100	1	8067
m	445	384	5	5	0	0	10s	100	1	8067
m	434	396	5	5	0	0	10s	100	1	8067
m	414	414	5	5	0	0	10s	100	1	8067
m	416	433	5	5	0	0	10s	100	1	8067
m	453	407	5	5	0	0	10s	100	1	8067
m	383	427	5	5	0	0	10s	100	1	8067
m	360	422	5	5	0	0	10s	100	1	8067
m	345	439	5	5	0	0	10s	100	1	8067
m	373	446	5	5	0	0	10s	100	1	8067
m	387	453	5	5	0	0	10s	100	1	8067
m	407	456	5	5	0	0	10s	100	1	8067
m	416	477	5	5	0	0	10s	100	1	8067
m	398	477	5	5	0	0	10s	100	1	8067
m	388	489	5	5	0	0	10s	100	1	8067
m	378	515	5	5	0	0	10s	100	1	8067
m	403	506	5	5	0	0	10s	100	1	8067
m	422	498	5	5	0	0	10s	100	1	8067
m	440	504	5	5	0	0	10s	100	1	8067
m	431	517	5	5	0	0	10s	100	1	8067
m	411	524	5	5	0	0	10s	100	1	8067
m	397	543	5	5	0	0	10s	100	1	8067
m	391	526	5	5	0	0	10s	100	1	8067
m	401	492	5	5	0	0	10s	100	1	8067
m	388	503	5	5	0	0	10s	100	1	8067
m	400	436	5	5	0	0	10s	100	1	8067
m	379	539	5	5	0	0	10s	100	1	8067
m	373	553	5	5	0	0	10s	100	1	8067
m	376	565	5	5	0	0	10s	100	1	8067
m	393	562	5	5	0	0	10s	100	1	8067
m	416	547	5	5	0	0	10s	100	1	8067
m	393	577	5	5	0	0	10s	100	1	8067
m	380	595	5	5	0	0	10s	100	1	8067
m	372	575	5	5	0	0	10s	100	1	8067
m	456	507	5	5	0	0	10s	100	1	8067
m	482	501	5	5	0	0	10s	100	1	8067
m	494	513	5	5	0	0	10s	100	1	8067
m	519	507	5	5	0	0	10s	100	1	8067
m	523	493	5	5	0	0	10s	100	1	8067
m	501	496	5	5	0	0	10s	100	1	8067
m	523	482	5	5	0	0	10s	100	1	8067
m	534	461	5	5	0	0	10s	100	1	8067
m	546	447	5	5	0	0	10s	100	1	8067
m	551	469	5	5	0	0	10s	100	1	8067
m	541	483	5	5	0	0	10s	100	1	8067
m	554	495	5	5	0	0	10s	100	1	8067
m	364	434	5	5	0	0	10s	100	1	8067
m	341	425	5	5	0	0	10s	100	1	8067
m	336	407	5	5	0	0	10s	100	1	8067
m	321	419	5	5	0	0	10s	100	1	8067
m	322	436	5	5	0	0	10s	100	1	8067
m	315	445	5	5	0	0	10s	100	1	8067
m	298	434	5	5	0	0	10s	100	1	8067
m	276	436	5	5	0	0	10s	100	1	8067
m	273	446	5	5	0	0	10s	100	1	8067
m	251	461	5	5	0	0	10s	100	1	8067
m	256	439	5	5	0	0	10s	100	1	8067
m	261	420	5	5	0	0	10s	100	1	8067
m	245	429	5	5	0	0	10s	100	1	8067
m	225	465	5	5	0	0	10s	100	1	8067
m	255	392	5	5	0	0	10s	100	1	8067
m	260	375	5	5	0	0	10s	100	1	8067
m	222	484	5	5	0	0	10s	100	1	8067
m	211	472	5	5	0	0	10s	100	1	8067
m	192	461	5	5	0	0	10s	100	1	8067
m	168	456	5	5	0	0	10s	100	1	8067
m	151	440	5	5	0	0	10s	100	1	8067
m	142	420	5	5	0	0	10s	100	1	8067
m	141	390	5	5	0	0	10s	100	1	8067
m	138	374	5	5	0	0	10s	100	1	8067
m	127	395	5	5	0	0	10s	100	1	8067
m	130	428	5	5	0	0	10s	100	1	8067
m	136	448	5	5	0	0	10s	100	1	8067
m	147	463	5	5	0	0	10s	100	1	8067
m	171	471	5	5	0	0	10s	100	1	8067
m	185	489	5	5	0	0	10s	100	1	8067
m	176	508	5	5	0	0	10s	100	1	8067
m	173	527	5	5	0	0	10s	100	1	8067
m	205	480	5	5	0	0	10s	100	1	8067
m	192	508	5	5	0	0	10s	100	1	8067
m	190	530	5	5	0	0	10s	100	1	8067
m	183	547	5	5	0	0	10s	100	1	8067
m	187	565	5	5	0	0	10s	100	1	8067
m	200	518	5	5	0	0	10s	100	1	8067
m	189	477	5	5	0	0	10s	100	1	8067
m	154	449	5	5	0	0	10s	100	1	8067
m	107	324	5	5	0	0	10s	100	1	8067
m	175	247	5	5	0	0	10s	100	1	8067
m	280	189	5	5	0	0	10s	100	1	8067
m	342	128	5	5	0	0	10s	100	1	8067
m	372	133	5	5	0	0	10s	100	1	8067
m	403	130	5	5	0	0	10s	100	1	8067
m	421	117	5	5	0	0	10s	100	1	8067
m	417	137	5	5	0	0	10s	100	1	8067
m	428	158	5	5	0	0	10s	100	1	8067
m	440	119	5	5	0	0	10s	100	1	8067
m	464	116	5	5	0	0	10s	100	1	8067
m	469	137	5	5	0	0	10s	100	1	8067
m	459	158	5	5	0	0	10s	100	1	8067
m	446	142	5	5	0	0	10s	100	1	8067
m	431	139	5	5	0	0	10s	100	1	8067
m	500	201	5	5	0	0	10s	100	1	8067
m	511	210	5	5	0	0	10s	100	1	8067
m	523	195	5	5	0	0	10s	100	1	8067
m	537	185	5	5	0	0	10s	100	1	8067
m	542	198	5	5	0	0	10s	100	1	8067
m	562	206	5	5	0	0	10s	100	1	8067
m	560	190	5	5	0	0	10s	100	1	8067
m	572	176	5	5	0	0	10s	100	1	8067
m	597	169	5	5	0	0	10s	100	1	8067
m	628	172	5	5	0	0	10s	100	1	8067
m	608	181	5	5	0	0	10s	100	1	8067
m	587	183	5	5	0	0	10s	100	1	8067
m	576	201	5	5	0	0	10s	100	1	8067
m	594	218	5	5	0	0	10s	100	1	8067
m	596	199	5	5	0	0	10s	100	1	8067
m	615	196	5	5	0	0	10s	100	1	8067
m	627	187	5	5	0	0	10s	100	1	8067
m	646	194	5	5	0	0	10s	100	1	8067
m	626	203	5	5	0	0	10s	100	1	8067
m	617	218	5	5	0	0	10s	100	1	8067
m	608	210	5	5	0	0	10s	100	1	8067
m	608	233	5	5	0	0	10s	100	1	8067
m	596	251	5	5	0	0	10s	100	1	8067
m	623	244	5	5	0	0	10s	100	1	8067
m	629	223	5	5	0	0	10s	100	1	8067
m	646	213	5	5	0	0	10s	100	1	8067
m	668	199	5	5	0	0	10s	100	1	8067
m	614	260	5	5	0	0	10s	100	1	8067
m	635	254	5	5	0	0	10s	100	1	8067
m	616	275	5	5	0	0	10s	100	1	8067
m	628	308	5	5	0	0	10s	100	1	8067
m	613	313	5	5	0	0	10s	100	1	8067
m	598	332	5	5	0	0	10s	100	1	8067
m	627	331	5	5	0	0	10s	100	1	8067
m	618	354	5	5	0	0	10s	100	1	8067
m	609	343	5	5	0	0	10s	100	1	8067
m	596	346	5	5	0	0	10s	100	1	8067
m	573	359	5	5	0	0	10s	100	1	8067
m	595	360	5	5	0	0	10s	100	1	8067
m	611	377	5	5	0	0	10s	100	1	8067
m	590	383	5	5	0	0	10s	100	1	8067
m	576	374	5	5	0	0	10s	100	1	8067
m	555	382	5	5	0	0	10s	100	1	8067
m	575	392	5	5	0	0	10s	100	1	8067
m	570	408	5	5	0	0	10s	100	1	8067
m	593	409	5	5	0	0	10s	100	1	8067
m	606	403	5	5	0	0	10s	100	1	8067
m	608	422	5	5	0	0	10s	100	1	8067
m	589	428	5	5	0	0	10s	100	1	8067
m	578	425	5	5	0	0	10s	100	1	8067
m	563	437	5	5	0	0	10s	100	1	8067
m	569	445	5	5	0	0	10s	100	1	8067
m	590	443	5	5	0	0	10s	100	1	8067
m	572	459	5	5	0	0	10s	100	1	8067
m	561	474	5	5	0	0	10s	100	1	8067
m	537	498	5	5	0	0	10s	100	1	8067
m	619	240	5	5	0	0	10s	100	1	8067
m	670	208	5	5	0	0	10s	100	1	8067
m	690	204	5	5	0	0	10s	100	1	8067
m	700	213	5	5	0	0	10s	100	1	8067
m	708	201	5	5	0	0	10s	100	1	8067
m	729	203	5	5	0	0	10s	100	1	8067
m	727	215	5	5	0	0	10s	100	1	8067
m	731	237	5	5	0	0	10s	100	1	8067
m	745	228	5	5	0	0	10s	100	1	8067
m	748	208	5	5	0	0	10s	100	1	8067
m	743	189	5	5	0	0	10s	100	1	8067
m	743	173	5	5	0	0	10s	100	1	8067
m	742	147	5	5	0	0	10s	100	1	8067
m	761	136	5	5	0	0	10s	100	1	8067
m	778	135	5	5	0	0	10s	100	1	8067
m	799	140	5	5	0	0	10s	100	1	8067
m	799	149	5	5	0	0	10s	100	1	8067
m	785	151	5	5	0	0	10s	100	1	8067
m	764	153	5	5	0	0	10s	100	1	8067
m	761	170	5	5	0	0	10s	100	1	8067
m	779	175	5	5	0	0	10s	100	1	8067
m	801	181	5	5	0	0	10s	100	1	8067
m	775	189	5	5	0	0	10s	100	1	8067
m	758	199	5	5	0	0	10s	100	1	8067
m	766	213	5	5	0	0	10s	100	1	8067
m	782	226	5	5	0	0	10s	100	1	8067
m	802	243	5	5	0	0	10s	100	1	8067
m	807	225	5	5	0	0	10s	100	1	8067
m	782	212	5	5	0	0	10s	100	1	8067
m	799	204	5	5	0	0	10s	100	1	8067
m	795	194	5	5	0	0	10s	100	1	8067
m	810	190	5	5	0	0	10s	100	1	8067
m	822	176	5	5	0	0	10s	100	1	8067
m	819	159	5	5	0	0	10s	100	1	8067
m	822	140	5	5	0	0	10s	100	1	8067
m	830	122	5	5	0	0	10s	100	1	8067
m	850	116	5	5	0	0	10s	100	1	8067
m	872	112	5	5	0	0	10s	100	1	8067
m	903	113	5	5	0	0	10s	100	1	8067
m	912	130	5	5	0	0	10s	100	1	8067
m	913	148	5	5	0	0	10s	100	1	8067
m	897	147	5	5	0	0	10s	100	1	8067
m	891	134	5	5	0	0	10s	100	1	8067
m	874	130	5	5	0	0	10s	100	1	8067
m	860	130	5	5	0	0	10s	100	1	8067
m	848	140	5	5	0	0	10s	100	1	8067
m	844	154	5	5	0	0	10s	100	1	8067
m	850	169	5	5	0	0	10s	100	1	8067
m	868	160	5	5	0	0	10s	100	1	8067
m	880	156	5	5	0	0	10s	100	1	8067
m	893	174	5	5	0	0	10s	100	1	8067
m	886	184	5	5	0	0	10s	100	1	8067
m	863	187	5	5	0	0	10s	100	1	8067
m	836	188	5	5	0	0	10s	100	1	8067
m	837	197	5	5	0	0	10s	100	1	8067
m	826	223	5	5	0	0	10s	100	1	8067
m	822	244	5	5	0	0	10s	100	1	8067
m	816	258	5	5	0	0	10s	100	1	8067
m	815	277	5	5	0	0	10s	100	1	8067
m	786	243	5	5	0	0	10s	100	1	8067
m	761	251	5	5	0	0	10s	100	1	8067
m	754	267	5	5	0	0	10s	100	1	8067
m	780	275	5	5	0	0	10s	100	1	8067
m	745	243	5	5	0	0	10s	100	1	8067
m	768	264	5	5	0	0	10s	100	1	8067
m	774	288	5	5	0	0	10s	100	1	8067
m	777	300	5	5	0	0	10s	100	1	8067
m	780	317	5	5	0	0	10s	100	1	8067
m	783	333	5	5	0	0	10s	100	1	8067
m	790	346	5	5	0	0	10s	100	1	8067
m	794	362	5	5	0	0	10s	100	1	8067
m	813	376	5	5	0	0	10s	100	1	8067
m	811	365	5	5	0	0	10s	100	1	8067
m	828	354	5	5	0	0	10s	100	1	8067
m	813	348	5	5	0	0	10s	100	1	8067
m	811	331	5	5	0	0	10s	100	1	8067
m	797	320	5	5	0	0	10s	100	1	8067
m	795	304	5	5	0	0	10s	100	1	8067
m	786	286	5	5	0	0	10s	100	1	8067
m	801	292	5	5	0	0	10s	100	1	8067
m	814	300	5	5	0	0	10s	100	1	8067
m	819	322	5	5	0	0	10s	100	1	8067
m	841	338	5	5	0	0	10s	100	1	8067
m	853	357	5	5	0	0	10s	100	1	8067
m	841	370	5	5	0	0	10s	100	1	8067
m	830	341	5	5	0	0	10s	100	1	8067
m	859	376	5	5	0	0	10s	100	1	8067
m	878	391	5	5	0	0	10s	100	1	8067
m	874	367	5	5	0	0	10s	100	1	8067
m	885	343	5	5	0	0	10s	100	1	8067
m	875	332	5	5	0	0	10s	100	1	8067
m	865	321	5	5	0	0	10s	100	1	8067
m	854	313	5	5	0	0	10s	100	1	8067
m	845	305	5	5	0	0	10s	100	1	8067
m	838	294	5	5	0	0	10s	100	1	8067
m	827	286	5	5	0	0	10s	100	1	8067
m	831	270	5	5	0	0	10s	100	1	8067
m	834	249	5	5	0	0	10s	100	1	8067
m	839	231	5	5	0	0	10s	100	1	8067
m	852	220	5	5	0	0	10s	100	1	8067
m	862	236	5	5	0	0	10s	100	1	8067
m	858	248	5	5	0	0	10s	100	1	8067
m	856	268	5	5	0	0	10s	100	1	8067
m	848	281	5	5	0	0	10s	100	1	8067
m	854	293	5	5	0	0	10s	100	1	8067
m	866	306	5	5	0	0	10s	100	1	8067
m	877	318	5	5	0	0	10s	100	1	8067
m	892	331	5	5	0	0	10s	100	1	8067
m	903	345	5	5	0	0	10s	100	1	8067
m	914	331	5	5	0	0	10s	100	1	8067
m	924	321	5	5	0	0	10s	100	1	8067
m	933	309	5	5	0	0	10s	100	1	8067
m	944	296	5	5	0	0	10s	100	1	8067
m	944	283	5	5	0	0	10s	100	1	8067
m	934	266	5	5	0	0	10s	100	1	8067
m	924	252	5	5	0	0	10s	100	1	8067
m	916	236	5	5	0	0	10s	100	1	8067
m	906	222	5	5	0	0	10s	100	1	8067
m	880	226	5	5	0	0	10s	100	1	8067
m	887	240	5	5	0	0	10s	100	1	8067
m	907	247	5	5	0	0	10s	100	1	8067
m	894	249	5	5	0	0	10s	100	1	8067
m	879	254	5	5	0	0	10s	100	1	8067
m	870	273	5	5	0	0	10s	100	1	8067
m	876	288	5	5	0	0	10s	100	1	8067
m	890	285	5	5	0	0	10s	100	1	8067
m	909	278	5	5	0	0	10s	100	1	8067
m	914	264	5	5	0	0	10s	100	1	8067
m	926	290	5	5	0	0	10s	100	1	8067
m	921	307	5	5	0	0	10s	100	1	8067
m	895	311	5	5	0	0	10s	100	1	8067
m	893	324	5	5	0	0	10s	100	1	8067
m	903	295	5	5	0	0	10s	100	1	8067
m	895	393	5	5	0	0	10s	100	1	8067
m	898	406	5	5	0	0	10s	100	1	8067
m	915	403	5	5	0	0	10s	100	1	8067
m	909	415	5	5	0	0	10s	100	1	8067
m	889	417	5	5	0	0	10s	100	1	8067
m	867	419	5	5	0	0	10s	100	1	8067
m	853	413	5	5	0	0	10s	100	1	8067
m	838	408	5	5	0	0	10s	100	1	8067
m	819	403	5	5	0	0	10s	100	1	8067
m	803	401	5	5	0	0	10s	100	1	8067
m	776	405	5	5	0	0	10s	100	1	8067
m	753	410	5	5	0	0	10s	100	1	8067
m	738	417	5	5	0	0	10s	100	1	8067
m	723	430	5	5	0	0	10s	100	1	8067
m	738	436	5	5	0	0	10s	100	1	8067
m	750	442	5	5	0	0	10s	100	1	8067
m	764	444	5	5	0	0	10s	100	1	8067
m	778	441	5	5	0	0	10s	100	1	8067
m	796	442	5	5	0	0	10s	100	1	8067
m	807	442	5	5	0	0	10s	100	1	8067
m	822	438	5	5	0	0	10s	100	1	8067
m	843	437	5	5	0	0	10s	100	1	8067
m	866	438	5	5	0	0	10s	100	1	8067
m	883	440	5	5	0	0	10s	100	1	8067
m	899	433	5	5	0	0	10s	100	1	8067
m	908	426	5	5	0	0	10s	100	1	8067
m	887	426	5	5	0	0	10s	100	1	8067
m	869	428	5	5	0	0	10s	100	1	8067
m	849	427	5	5	0	0	10s	100	1	8067
m	835	421	5	5	0	0	10s	100	1	8067
m	814	417	5	5	0	0	10s	100	1	8067
m	793	419	5	5	0	0	10s	100	1	8067
m	767	425	5	5	0	0	10s	100	1	8067
m	743	431	5	5	0	0	10s	100	1	8067
m	767	436	5	5	0	0	10s	100	1	8067
m	790	432	5	5	0	0	10s	100	1	8067
m	782	420	5	5	0	0	10s	100	1	8067
m	808	429	5	5	0	0	10s	100	1	8067
m	927	424	5	5	0	0	10s	100	1	8067
m	926	409	5	5	0	0	10s	100	1	8067
m	926	397	5	5	0	0	10s	100	1	8067
m	938	388	5	5	0	0	10s	100	1	8067
m	955	391	5	5	0	0	10s	100	1	8067
m	973	389	5	5	0	0	10s	100	1	8067
m	986	387	5	5	0	0	10s	100	1	8067
m	992	376	5	5	0	0	10s	100	1	8067
m	986	370	5	5	0	0	10s	100	1	8067
m	965	366	5	5	0	0	10s	100	1	8067
m	963	356	5	5	0	0	10s	100	1	8067
m	965	344	5	5	0	0	10s	100	1	8067
m	975	334	5	5	0	0	10s	100	1	8067
m	986	328	5	5	0	0	10s	100	1	8067
m	985	316	5	5	0	0	10s	100	1	8067
m	987	302	5	5	0	0	10s	100	1	8067
m	983	295	5	5	0	0	10s	100	1	8067
m	968	295	5	5	0	0	10s	100	1	8067
m	965	377	5	5	0	0	10s	100	1	8067
m	939	374	5	5	0	0	10s	100	1	8067
m	942	360	5	5	0	0	10s	100	1	8067
m	937	343	5	5	0	0	10s	100	1	8067
m	918	358	5	5	0	0	10s	100	1	8067
m	951	326	5	5	0	0	10s	100	1	8067
m	975	314	5	5	0	0	10s	100	1	8067
m	962	281	5	5	0	0	10s	100	1	8067
m	949	252	5	5	0	0	10s	100	1	8067
m	978	278	5	5	0	0	10s	100	1	8067
m	995	276	5	5	0	0	10s	100	1	8067
m	1014	272	5	5	0	0	10s	100	1	8067
m	1026	264	5	5	0	0	10s	100	1	8067
m	1030	248	5	5	0	0	10s	100	1	8067
m	1031	232	5	5	0	0	10s	100	1	8067
m	1025	216	5	5	0	0	10s	100	1	8067
m	1017	203	5	5	0	0	10s	100	1	8067
m	999	197	5	5	0	0	10s	100	1	8067
m	983	200	5	5	0	0	10s	100	1	8067
m	969	209	5	5	0	0	10s	100	1	8067
m	951	226	5	5	0	0	10s	100	1	8067
m	949	237	5	5	0	0	10s	100	1	8067
m	958	266	5	5	0	0	10s	100	1	8067
m	1036	262	5	5	0	0	10s	100	1	8067
m	1049	237	5	5	0	0	10s	100	1	8067
m	1053	227	5	5	0	0	10s	100	1	8067
m	1043	208	5	5	0	0	10s	100	1	8067
m	1042	193	5	5	0	0	10s	100	1	8067
m	1051	181	5	5	0	0	10s	100	1	8067
m	1067	176	5	5	0	0	10s	100	1	8067
m	1078	175	5	5	0	0	10s	100	1	8067
m	1095	175	5	5	0	0	10s	100	1	8067
m	1113	176	5	5	0	0	10s	100	1	8067
m	1127	178	5	5	0	0	10s	100	1	8067
m	1145	178	5	5	0	0	10s	100	1	8067
m	1165	175	5	5	0	0	10s	100	1	8067
m	1175	186	5	5	0	0	10s	100	1	8067
m	1174	200	5	5	0	0	10s	100	1	8067
m	1166	211	5	5	0	0	10s	100	1	8067
m	1161	228	5	5	0	0	10s	100	1	8067
m	1163	241	5	5	0	0	10s	100	1	8067
m	1165	250	5	5	0	0	10s	100	1	8067
m	1161	257	5	5	0	0	10s	100	1	8067
m	1157	188	5	5	0	0	10s	100	1	8067
m	1144	193	5	5	0	0	10s	100	1	8067
m	1126	194	5	5	0	0	10s	100	1	8067
m	1101	194	5	5	0	0	10s	100	1	8067
m	1073	192	5	5	0	0	10s	100	1	8067
m	1063	195	5	5	0	0	10s	100	1	8067
m	1060	210	5	5	0	0	10s	100	1	8067
m	1072	219	5	5	0	0	10s	100	1	8067
m	1098	214	5	5	0	0	10s	100	1	8067
m	1113	212	5	5	0	0	10s	100	1	8067
m	1124	209	5	5	0	0	10s	100	1	8067
m	1139	209	5	5	0	0	10s	100	1	8067
m	1155	220	5	5	0	0	10s	100	1	8067
m	1155	228	5	5	0	0	10s	100	1	8067
m	1139	235	5	5	0	0	10s	100	1	8067
m	1111	239	5	5	0	0	10s	100	1	8067
m	1096	242	5	5	0	0	10s	100	1	8067
m	1077	245	5	5	0	0	10s	100	1	8067
